Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
2744663;Westerzicht;Westerzicht;;P;PPLX;NL;Netherlands;;10;0718;;;1595;;1;Europe/Amsterdam;2017-03-24;Netherlands;51.46252,3.58687
2744715;Westerlee;Westerlee;;P;PPL;NL;Netherlands;;04;1895;;;1295;;0;Europe/Amsterdam;2017-10-17;Netherlands;53.14583,6.9875
2744994;Waspik;Waspik;;P;PPL;NL;Netherlands;;06;0867;;;5120;;2;Europe/Amsterdam;2017-10-17;Netherlands;51.68667,4.94444
2745043;Wanssum;Wanssum;Wansum;P;PPL;NL;Netherlands;;05;0984;;;1905;;16;Europe/Amsterdam;2017-10-17;Netherlands;51.53583,6.07639
2745338;Volkel;Volkel;;P;PPL;NL;Netherlands;;06;1991;;;3560;;19;Europe/Amsterdam;2022-09-30;Netherlands;51.6425,5.65417
2746038;Tynaarlo;Tynaarlo;Tinaarlo,Tinaarloo,Tynaarlo;P;PPL;NL;Netherlands;;01;1730;;;1530;;12;Europe/Amsterdam;2017-10-17;Netherlands;53.0775,6.61667
2746464;Terbregge;Terbregge;;P;PPLX;NL;Netherlands;;11;0599;;;3525;;-2;Europe/Amsterdam;2017-03-24;Netherlands;51.95328,4.51537
2747221;Sint Philipsland;Sint Philipsland;Sint Filipsland;P;PPL;NL;Netherlands;;10;0716;;;2095;;-1;Europe/Amsterdam;2017-10-17;Netherlands;51.61667,4.16528
2747596;Schiedam;Schiedam;Schidamas,Schiedam,Skhidam,Skiedam,Sxidam,askhydam,si xi dan,ski dam,Схидам,Շխիդամ,اسخیدام,สกีดาม,斯希丹;P;PPL;NL;Netherlands;;11;0606;;;75438;;-2;Europe/Amsterdam;2019-02-27;Netherlands;51.91917,4.38889
2748308;Ravenstein;Ravenstein;Ravestein,la fen si tai yin,拉芬斯泰因;P;PPL;NL;Netherlands;;06;0828;;;1465;;12;Europe/Amsterdam;2017-10-17;Netherlands;51.79667,5.65
2748826;Overschie;Overschie;Overschie;P;PPLX;NL;Netherlands;;11;0599;;;6710;;1;Europe/Amsterdam;2017-04-08;Netherlands;51.93863,4.42766
2749366;Oosthuizen;Oosthuizen;;P;PPL;NL;Netherlands;;07;0385;;;1260;;0;Europe/Amsterdam;2017-10-17;Netherlands;52.5725,4.99583
2749383;Oosterzij;Oosterzij;;P;PPLX;NL;Netherlands;;07;0399;;;2095;;1;Europe/Amsterdam;2020-10-19;Netherlands;52.585,4.70556
2749513;Oostelbeers;Oostelbeers;;P;PPL;NL;Netherlands;;06;0823;;;1115;;19;Europe/Amsterdam;2017-03-24;Netherlands;51.47171,5.26897
2749687;Oirlo;Oirlo;Oorlo,Oorloo;P;PPL;NL;Netherlands;;05;0984;;;1230;;25;Europe/Amsterdam;2017-10-17;Netherlands;51.51167,6.0375
2750117;Nieuw-Vossemeer;Nieuw-Vossemeer;Nieuw-Vosmeer;P;PPL;NL;Netherlands;;06;0851;;;1975;;-1;Europe/Amsterdam;2017-10-17;Netherlands;51.59,4.21806
2750417;Nes;Nes;Nes;P;PPL;NL;Netherlands;;02;0060;;;1140;;5;Europe/Amsterdam;2017-10-17;Netherlands;53.44502,5.774
2750460;Neede;Neede;Nede;P;PPL;NL;Netherlands;;03;1859;;;7730;;20;Europe/Amsterdam;2017-10-17;Netherlands;52.13417,6.61389
2750751;Moesel;Moesel;Moezel;P;PPLX;NL;Netherlands;;05;0988;;;3675;;33;Europe/Amsterdam;2017-03-24;Netherlands;51.23828,5.71778
2752028;Lage Mierde;Lage Mierde;;P;PPL;NL;Netherlands;;06;1667;;;1405;;27;Europe/Amsterdam;2017-10-17;Netherlands;51.40583,5.14722
2752264;Krimpen aan den IJssel;Krimpen aan den IJssel;Krimpen,Krimpen a/d IJssel,Krimpen a/d Yssel,Krimpen aan de Yssel,Krimpen aan den IJssel,Krimpen aan den Yssel;P;PPL;NL;Netherlands;;11;0542;;;29017;;-1;Europe/Amsterdam;2017-10-17;Netherlands;51.91667,4.60278
2752806;Klarenbeek;Klarenbeek;;P;PPLX;NL;Netherlands;;10;0687;;;3350;;1;Europe/Amsterdam;2017-03-24;Netherlands;51.50964,3.61132
2752842;Kijkduin;Kijkduin;Kijkduin;P;PPLX;NL;Netherlands;;11;0518;;;1495;;9;Europe/Amsterdam;2017-04-08;Netherlands;52.06765,4.22188
2752937;Kerkelanden;Kerkelanden;;P;PPLX;NL;Netherlands;;07;0402;;;5655;;0;Europe/Amsterdam;2017-03-24;Netherlands;52.21755,5.13575
2753379;IJlst;IJlst;Drylts,IJlst,ai er si te,艾爾斯特;P;PPL;NL;Netherlands;;02;1900;;;3180;;2;Europe/Amsterdam;2017-10-17;Netherlands;53.01009,5.62312
2753996;Hoensbroek;Hoensbroek;Gebrook,Hoensbrock,Khunsbruk,Хунсбрук;P;PPL;NL;Netherlands;;05;0917;;;25000;;85;Europe/Amsterdam;2017-10-17;Netherlands;50.92387,5.92528
2754132;Heusdenhout;Heusdenhout;;P;PPLX;NL;Netherlands;;06;0758;;;5160;;6;Europe/Amsterdam;2017-03-24;Netherlands;51.58811,4.8193
2754768;Hattem;Hattem;Hattem;P;PPL;NL;Netherlands;;03;0244;;;11876;;5;Europe/Amsterdam;2017-10-17;Netherlands;52.475,6.06389
2754773;Hatert;Hatert;Hatert;P;PPLX;NL;Netherlands;;03;0268;;;10210;;13;Europe/Amsterdam;2017-03-24;Netherlands;51.80635,5.83057
2754817;Harlingen;Harlingen;Garlingen,Harlingen,Harns,Kharlingen,ha ling gen,haleulling-eon,harlynjn,haruringen,Гарлінген,Харлинген,هارلينجن,ハルリンゲン,哈靈根,하를링언;P;PPL;NL;Netherlands;;02;0072;;;16119;;3;Europe/Amsterdam;2017-10-17;Netherlands;53.17477,5.42244
2755023;Haamstede;Haamstede;Khamstede,Хамстеде;P;PPL;NL;Netherlands;;10;1676;;;1885;;4;Europe/Amsterdam;2017-03-24;Netherlands;51.69682,3.74299
2755319;Griffioen;Griffioen;;P;PPLX;NL;Netherlands;;10;0687;;;3005;;3;Europe/Amsterdam;2017-03-24;Netherlands;51.50548,3.59598
2755925;Feijenoord;Feijenoord;Fijenoord;P;PPLX;NL;Netherlands;;11;0599;;;7275;;3;Europe/Amsterdam;2017-04-08;Netherlands;51.91169,4.50645
2756128;Emmerhout;Emmerhout;;P;PPLX;NL;Netherlands;;01;0114;;;7375;;27;Europe/Amsterdam;2017-03-24;Netherlands;52.78755,6.93881
2756408;Eelde;Eelde;Eelde;P;PPL;NL;Netherlands;;01;1730;;;6450;;2;Europe/Amsterdam;2021-04-21;Netherlands;53.13583,6.5625
2756507;Duiven;Duiven;Duiven;P;PPL;NL;Netherlands;;03;0226;;;25469;;10;Europe/Amsterdam;2017-10-17;Netherlands;51.94667,6.01389
2756703;Donkerbroek;Donkerbroek;Donkerbroek;P;PPL;NL;Netherlands;;02;0085;;;1140;;5;Europe/Amsterdam;2018-12-08;Netherlands;53.01734,6.23927
2756723;Dongen;Dongen;Dongen,dwnjn,Донген,Դոնգեն,دونجن;P;PPL;NL;Netherlands;;06;0766;;;25464;;6;Europe/Amsterdam;2017-10-17;Netherlands;51.62667,4.93889
2756787;Dirksland;Dirksland;Dirksland,di er ke si lan,Дирксланд,Դիրկսլանդ,迪尔克斯兰;P;PPL;NL;Netherlands;;11;1924;;;4500;;1;Europe/Amsterdam;2017-10-17;Netherlands;51.74917,4.1
2756937;De Wijert;De Wijert;;P;PPLX;NL;Netherlands;;04;0014;;;4765;;2;Europe/Amsterdam;2017-03-24;Netherlands;53.1945,6.57117
2757313;De Maer;De Maer;;P;PPLX;NL;Netherlands;;07;0396;;;1140;;1;Europe/Amsterdam;2017-03-24;Netherlands;52.51901,4.68171
2757899;Cothen;Cothen;Koten;P;PPL;NL;Netherlands;;09;0352;;;2765;;6;Europe/Amsterdam;2017-10-17;Netherlands;51.99667,5.30833
2757922;Commandeurs;Commandeurs;;P;PPL;NL;Netherlands;;07;0396;;;2595;;3;Europe/Amsterdam;2017-03-24;Netherlands;52.50902,4.65843
2757942;Coendersborg;Coendersborg;Coendersborg;P;PPLX;NL;Netherlands;;04;0014;;;3075;;9;Europe/Amsterdam;2018-12-04;Netherlands;53.1941,6.58944
2758104;Bunschoten;Bunschoten;Bunschoten-Spakenburg,Bunskoat,Bunsxoten,bwnskhwtn,Բունշխոտեն,بونسخوتن;P;PPL;NL;Netherlands;;09;0313;;;3015;;0;Europe/Amsterdam;2017-10-17;Netherlands;52.24304,5.37884
2758166;Budel;Budel;Budel,Buul;P;PPL;NL;Netherlands;;06;1706;;;7895;;32;Europe/Amsterdam;2017-10-17;Netherlands;51.27167,5.575
2758626;Borculo;Borculo;Berkelland,Borkulo;P;PPL;NL;Netherlands;;03;1859;;;10373;;18;Europe/Amsterdam;2017-10-17;Netherlands;52.11583,6.52222
2759006;Beusichem;Beusichem;;P;PPL;NL;Netherlands;;03;0214;;;2750;;5;Europe/Amsterdam;2017-10-17;Netherlands;51.95,5.29167
2759043;Besoijen;Besoijen;Besooien,Besoyen,Bezooien;P;PPLX;NL;Netherlands;;06;0867;;;3770;;3;Europe/Amsterdam;2017-03-24;Netherlands;51.68333,5.05
2759286;Beesel;Beesel;Besel;P;PPL;NL;Netherlands;;05;0889;;;2090;;21;Europe/Amsterdam;2017-10-17;Netherlands;51.26833,6.03889
2759415;Barger-Oosterveld;Barger-Oosterveld;;P;PPL;NL;Netherlands;;01;0114;;;3090;;24;Europe/Amsterdam;2017-03-24;Netherlands;52.77,6.95833
2759563;Baardwijk;Baardwijk;;P;PPLX;NL;Netherlands;;06;0867;;;2165;;2;Europe/Amsterdam;2017-03-24;Netherlands;51.69246,5.09628
2759781;Andelst;Andelst;;P;PPL;NL;Netherlands;;03;1734;;;2990;;10;Europe/Amsterdam;2017-10-17;Netherlands;51.90833,5.72917
2759850;Amby;Amby;Ambij,Amie,amby,امبی;P;PPL;NL;Netherlands;;05;0935;;;6535;;53;Europe/Amsterdam;2017-10-10;Netherlands;50.86215,5.73226
2759899;Alkmaar;Alkmaar;Alkmaar,Alkmaer,Alkmar,Alkmaras,a er ke ma er,alkeumaleu,alkmar,arukumaru,Άλκμααρ,Алкмаар,Алкмар,Ալկմար,אלקמאר,آلکمار,ألكمار,ئەڵکمار,アルクマール,阿尔克马尔,알크마르;P;PPL;NL;Netherlands;;07;0361;;;94853;;5;Europe/Amsterdam;2017-10-17;Netherlands;52.63167,4.74861
7870365;Hoogkamp;Hoogkamp;;P;PPLX;NL;Netherlands;;03;0202;;;1870;70;76;Europe/Amsterdam;2017-03-24;Netherlands;51.9963,5.88026
8449928;Spechtenkamp;Spechtenkamp;;P;PPLX;NL;Netherlands;;09;1904;;;1080;;-2;Europe/Amsterdam;2021-08-31;Netherlands;52.13926,5.01758
9036084;Wisselaar;Wisselaar;;P;PPLX;NL;Netherlands;;06;0758;;;4200;0;2;Europe/Amsterdam;2018-06-26;Netherlands;51.61285,4.78444
2743800;Zuidbroek;Zuidbroek;Zuidbreek,Zuidbrock,Zuidbruek;P;PPL;NL;Netherlands;;04;1952;;;2255;;0;Europe/Amsterdam;2019-01-20;Netherlands;53.16333,6.86111
2744179;Workum;Workum;Warkum,Workum,wo er ke mu,沃爾克姆;P;PPL;NL;Netherlands;;02;1900;;;4105;;1;Europe/Amsterdam;2017-10-17;Netherlands;52.97969,5.4471
2744631;Westmaas;Westmaas;;P;PPL;NL;Netherlands;;11;1963;;;1760;;1;Europe/Amsterdam;2019-01-30;Netherlands;51.78667,4.475
2744827;Werkendam;Werkendam;Verkendam,Werkendam,Веркендам;P;PPL;NL;Netherlands;;06;1959;;;11204;;2;Europe/Amsterdam;2021-08-30;Netherlands;51.81,4.89444
2745143;Vuren;Vuren;;P;PPL;NL;Netherlands;;03;1960;;;1880;;3;Europe/Amsterdam;2019-01-20;Netherlands;51.825,5.04583
2745428;Vliedberg;Vliedberg;;P;PPL;NL;Netherlands;;06;0797;;;4445;;4;Europe/Amsterdam;2017-03-24;Netherlands;51.68961,5.19031
2745461;Vlagtwedde;Vlagtwedde;Vlachtwedde,Vlagtwedde;P;PPL;NL;Netherlands;;04;1950;;;1955;;3;Europe/Amsterdam;2019-01-20;Netherlands;53.0275,7.10833
2745677;Velp;Velp;Felp,wlp  khldrland,ولپ، خلدرلاند;P;PPL;NL;Netherlands;;03;0275;;;17669;;20;Europe/Amsterdam;2017-10-17;Netherlands;51.995,5.97361
2745892;Vaassen;Vaassen;Vasen;P;PPL;NL;Netherlands;;03;0232;;;12719;;15;Europe/Amsterdam;2017-10-17;Netherlands;52.28583,5.96667
2745936;Ureterp;Ureterp;Oerterp,Ureterp;P;PPL;NL;Netherlands;;02;0086;;;3810;;3;Europe/Amsterdam;2017-10-17;Netherlands;53.09244,6.16718
2746631;Stramproy;Stramproy;Stamprooi,Stamproy,Stramproij;P;PPL;NL;Netherlands;;05;0988;;;4510;;34;Europe/Amsterdam;2017-10-17;Netherlands;51.19417,5.71944
2746751;Steyl;Steyl;Steijl,Steil,Steyl;P;PPL;NL;Netherlands;;05;0983;;;3695;;15;Europe/Amsterdam;2021-02-02;Netherlands;51.33217,6.11942
2746860;Stadskanaal;Stadskanaal;Afraai,Stadskanaal;P;PPL;NL;Netherlands;;04;0037;;;20000;;5;Europe/Amsterdam;2017-10-17;Netherlands;52.98947,6.9504
2746943;Spierdijk;Spierdijk;;P;PPL;NL;Netherlands;;07;1598;;;1585;;-1;Europe/Amsterdam;2017-10-17;Netherlands;52.65083,4.94306
2747032;Soestdijk;Soestdijk;;P;PPL;NL;Netherlands;;09;0342;;;4780;;4;Europe/Amsterdam;2017-03-24;Netherlands;52.19083,5.28472
2747225;Sint Pancras;Sint Pancras;Pankras,Sint Pankras;P;PPL;NL;Netherlands;;07;1980;;;6050;;4;Europe/Amsterdam;2022-09-30;Netherlands;52.66,4.78333
2747380;Sexbierum;Sexbierum;Seisbierrum,Sexbierum,Sixbierum;P;PPL;NL;Netherlands;;02;1949;;;1530;;4;Europe/Amsterdam;2019-01-20;Netherlands;53.21823,5.48402
2747673;Scharn;Scharn;;P;PPLX;NL;Netherlands;;05;0935;;;6540;;58;Europe/Amsterdam;2017-03-24;Netherlands;50.85,5.73333
2747704;Schalkhaar;Schalkhaar;Schalkhaap;P;PPL;NL;Netherlands;;15;0150;;;4610;;9;Europe/Amsterdam;2017-10-17;Netherlands;52.26833,6.19444
2747886;Rottevalle;Rottevalle;Rottefalle,Rottevalle;P;PPL;NL;Netherlands;;02;0090;;;1355;;1;Europe/Amsterdam;2017-10-17;Netherlands;53.14523,6.10411
2748611;Pierik;Pierik;;P;PPLX;NL;Netherlands;;15;0193;;;2180;;3;Europe/Amsterdam;2017-03-24;Netherlands;52.50141,6.1117
2749615;Ommelanderwijk;Ommelanderwijk;;P;PPL;NL;Netherlands;;04;0047;;;1055;;3;Europe/Amsterdam;2017-03-24;Netherlands;53.08917,6.90556
2749736;Odijk;Odijk;;P;PPL;NL;Netherlands;;09;0312;;;5480;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.0525,5.23611
2749992;Noardburgum;Noardburgum;Noardburgum,Noordbergum;P;PPL;NL;Netherlands;;02;0737;;;2385;;2;Europe/Amsterdam;2017-10-17;Netherlands;53.22135,6.00523
2749996;Noordbarge;Noordbarge;Noordbarge;P;PPLX;NL;Netherlands;;01;0114;;;1075;;23;Europe/Amsterdam;2017-03-24;Netherlands;52.77237,6.88713
2750371;Nieuw-Beijerland;Nieuw-Beijerland;Nieuw-Beierland;P;PPL;NL;Netherlands;;11;1963;;;3510;;0;Europe/Amsterdam;2019-01-30;Netherlands;51.8125,4.34306
2750903;Middelbeers;Middelbeers;;P;PPL;NL;Netherlands;;06;0823;;;2715;;20;Europe/Amsterdam;2017-03-24;Netherlands;51.46667,5.25
2750974;Meliskerke;Meliskerke;;P;PPL;NL;Netherlands;;10;0717;;;1225;;2;Europe/Amsterdam;2017-10-17;Netherlands;51.51417,3.50972
2751161;Markelo;Markelo;;P;PPL;NL;Netherlands;;15;1735;;;3785;;17;Europe/Amsterdam;2021-09-06;Netherlands;52.235,6.49861
2751310;Maartensdijk;Maartensdijk;;P;PPL;NL;Netherlands;;09;0310;;;4925;;4;Europe/Amsterdam;2022-02-16;Netherlands;52.155,5.175
2752899;Kesteren;Kesteren;;P;PPL;NL;Netherlands;;03;1740;;;4455;;8;Europe/Amsterdam;2017-10-17;Netherlands;51.935,5.56944
2753106;Kampen;Kampen;Gemeen Kampen,Kampen,kambn,kampeon,kan peng,kanpen,qmpn,Кампен,Կամպեն,קמפן,كامبن,カンペン,坎彭,캄펀;P;PPL;NL;Netherlands;;15;0166;;;48980;;2;Europe/Amsterdam;2019-09-05;Netherlands;52.555,5.91111
2753197;Joure;Joure;De Jouwer,Joure,ywrh,يوره;P;PPLA2;NL;Netherlands;;02;1940;;;13090;;1;Europe/Amsterdam;2022-09-23;Netherlands;52.9657,5.80301
2753307;Jirnsum;Jirnsum;Irnsum,Jirnsum;P;PPL;NL;Netherlands;;02;0080;;;1255;;0;Europe/Amsterdam;2017-10-17;Netherlands;53.07753,5.79254
2753700;Hooge Zwaluwe;Hooge Zwaluwe;;P;PPL;NL;Netherlands;;06;1719;;;1265;;2;Europe/Amsterdam;2017-10-17;Netherlands;51.6875,4.74444
2753741;Hoogeloon;Hoogeloon;;P;PPL;NL;Netherlands;;06;1728;;;1790;;27;Europe/Amsterdam;2017-10-17;Netherlands;51.3975,5.26806
2753939;Hoge Mors;Hoge Mors;;P;PPLX;NL;Netherlands;;11;0546;;;5050;;1;Europe/Amsterdam;2017-03-24;Netherlands;52.15616,4.46025
2754318;Herwijnen;Herwijnen;;P;PPL;NL;Netherlands;;03;1960;;;2305;;2;Europe/Amsterdam;2019-01-20;Netherlands;51.82667,5.12917
2754434;Hem;Hem;;P;PPL;NL;Netherlands;;07;0498;;;1035;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.66083,5.18333
2754444;Helpman;Helpman;;P;PPLX;NL;Netherlands;;04;0014;;;6050;;7;Europe/Amsterdam;2017-03-24;Netherlands;53.19794,6.57978
2754752;Havelte;Havelte;;P;PPL;NL;Netherlands;;01;1701;;;3060;;6;Europe/Amsterdam;2017-10-17;Netherlands;52.76941,6.24015
2755315;Grijpskerke;Grijpskerke;;P;PPL;NL;Netherlands;;10;0717;;;1040;;2;Europe/Amsterdam;2017-10-17;Netherlands;51.53417,3.56111
2755845;Franeker;Franeker;Franeker,Frjentsjer,franykyr,fu la ne ke,Франекер,فرانيكير,弗拉訥克;P;PPL;NL;Netherlands;;02;1949;;;12996;;4;Europe/Amsterdam;2019-01-20;Netherlands;53.18546,5.54123
2755995;Etten;Etten;;P;PPL;NL;Netherlands;;03;1509;;;1470;;16;Europe/Amsterdam;2017-10-17;Netherlands;51.91667,6.33611
2756451;Dwingeloo;Dwingeloo;Dvingelo,Dwingelo,dfynjylw,Двингело,دفينجيلو;P;PPL;NL;Netherlands;;01;1701;;;2430;;11;Europe/Amsterdam;2017-10-17;Netherlands;52.83417,6.36944
2756619;Driebergen-Rijsenburg;Driebergen-Rijsenburg;;P;PPL;NL;Netherlands;;09;1581;;;18553;;9;Europe/Amsterdam;2017-10-17;Netherlands;52.05333,5.28056
2756706;Donk;Donk;;P;PPL;NL;Netherlands;;06;1659;;;3580;;15;Europe/Amsterdam;2017-03-24;Netherlands;51.53843,5.62914
2757586;De Hagen;De Hagen;;P;PPLX;NL;Netherlands;;09;1961;;;2435;;5;Europe/Amsterdam;2019-01-20;Netherlands;51.99381,5.10263
2758186;Bruinisse;Bruinisse;;P;PPL;NL;Netherlands;;10;1676;;;3100;;1;Europe/Amsterdam;2017-10-17;Netherlands;51.66167,4.09444
2758207;Bruchem;Bruchem;;P;PPL;NL;Netherlands;;03;0297;;;1370;;3;Europe/Amsterdam;2017-10-17;Netherlands;51.78667,5.23611
2758258;Broek in Waterland;Broek in Waterland;Broek;P;PPL;NL;Netherlands;;07;0852;;;2655;;0;Europe/Amsterdam;2017-10-17;Netherlands;52.43417,4.99583
2758341;Breskens;Breskens;Bresjes,Breskens,Брескенс;P;PPL;NL;Netherlands;;10;1714;;;4335;;1;Europe/Amsterdam;2017-10-17;Netherlands;51.39583,3.55556
2758547;Boskoop;Boskoop;Boskop,bo si ke pu,Боскоп,Բոսկոպ,博斯科普;P;PPL;NL;Netherlands;;11;0484;;;15222;;-2;Europe/Amsterdam;2017-10-17;Netherlands;52.075,4.65556
2758815;Blijham;Blijham;;P;PPL;NL;Netherlands;;04;1950;;;2060;;-2;Europe/Amsterdam;2019-01-20;Netherlands;53.10917,7.07639
2758974;Biesdonk;Biesdonk;;P;PPLX;NL;Netherlands;;06;0758;;;4970;;2;Europe/Amsterdam;2017-03-24;Netherlands;51.60613,4.78515
2759178;Benthuizen;Benthuizen;;P;PPL;NL;Netherlands;;11;0484;;;18959;;-2;Europe/Amsterdam;2017-10-17;Netherlands;52.0775,4.54444
2759419;Bargeres;Bargeres;Barger,Bargeres;P;PPLX;NL;Netherlands;;01;0114;;;9060;;19;Europe/Amsterdam;2017-03-24;Netherlands;52.76152,6.88145
2759971;Adegeest;Adegeest;;P;PPLX;NL;Netherlands;;11;0626;;;2610;;0;Europe/Amsterdam;2017-03-24;Netherlands;52.13621,4.45249
6619678;Chevremont;Chevremont;Chevremont,Chèvremont,Geitberg;P;PPL;NL;Netherlands;;05;0928;;;3160;;144;Europe/Amsterdam;2017-03-24;Netherlands;50.87554,6.05981
6621516;Staatsliedenkwartier;Staatsliedenkwartier;;P;PPLX;NL;Netherlands;;03;0200;;;3065;12;15;Europe/Amsterdam;2017-03-24;Netherlands;52.19951,5.97691
2743590;De Westereen;De Westereen;De Westereen,De Westerein,Zwaagwesteinde;P;PPL;NL;Netherlands;;02;1891;;;5030;;2;Europe/Amsterdam;2019-07-23;Netherlands;53.25731,6.0363
2743807;Zuid-Beijerland;Zuid-Beijerland;Zuidbeierland;P;PPL;NL;Netherlands;;11;1963;;;2740;;0;Europe/Amsterdam;2019-01-30;Netherlands;51.75083,4.36806
2744129;Yerseke;Yerseke;Erseke,IJerseka,Iersake,Ierseke,Iese,Yrseke,Ерсеке,یرسکے;P;PPL;NL;Netherlands;;10;0703;;;6541;;4;Europe/Amsterdam;2017-10-17;Netherlands;51.4925,4.05
2744344;Winschoten;Winschoten;Vinskhoten,Winschoten,Wynskoat,wen si huo teng,Винсхотен,溫斯霍滕;P;PPL;NL;Netherlands;;04;1895;;;18506;;3;Europe/Amsterdam;2017-10-17;Netherlands;53.14417,7.03472
2744514;Wijchen;Wijchen;Vijchen,Wijchen,Вийчен;P;PPL;NL;Netherlands;;03;0296;;;32693;;10;Europe/Amsterdam;2017-10-17;Netherlands;51.80917,5.725
2744534;Wieringerwaard;Wieringerwaard;;P;PPL;NL;Netherlands;;07;1911;;;1795;;-1;Europe/Amsterdam;2017-10-17;Netherlands;52.83583,4.86528
2744885;Weijpoort;Weijpoort;;P;PPL;NL;Netherlands;;11;1901;;;1370;;-1;Europe/Amsterdam;2017-03-24;Netherlands;52.08167,4.80278
2744919;Weerestein;Weerestein;;P;PPL;NL;Netherlands;;11;0534;;;1105;;0;Europe/Amsterdam;2017-03-24;Netherlands;52.30381,4.58861
2745003;Warnsveld;Warnsveld;;P;PPL;NL;Netherlands;;03;0301;;;9200;;10;Europe/Amsterdam;2017-10-17;Netherlands;52.1375,6.23056
2745091;Wagenberg;Wagenberg;;P;PPL;NL;Netherlands;;06;1719;;;1905;;4;Europe/Amsterdam;2017-10-17;Netherlands;51.665,4.74861
2745154;Vught;Vught;Vjugt,Vuxt,fwkht,Вюгт,Վուխտ,فوخت;P;PPL;NL;Netherlands;;06;0865;;;25043;;8;Europe/Amsterdam;2017-10-17;Netherlands;51.65333,5.2875
2745360;Vogelenzang;Vogelenzang;;P;PPL;NL;Netherlands;;07;0377;;;1955;;3;Europe/Amsterdam;2017-10-17;Netherlands;52.31917,4.57778
2745392;Vlissingen;Vlissingen;Flesinga,Flessinga,Flessingue,Flissingen,Flushing,Vlisingen,Vlissienge,Vlissinge,Vlissingen,flsnkn,flsnqn,flysnjn,fu li xin en,peullising-eon,Влиссинген,Флиссинген,Վլիսինգեն,فلسنقن,فلسنكن,فليسنجن,弗利辛恩,플리싱언;P;PPL;NL;Netherlands;;10;0718;;;45273;;5;Europe/Amsterdam;2020-04-12;Netherlands;51.4425,3.57361
2746131;Tuikwerd;Tuikwerd;;P;PPL;NL;Netherlands;;04;1979;;;3005;;-3;Europe/Amsterdam;2021-07-05;Netherlands;53.31667,6.9
2746400;Terwinselen;Terwinselen;Tervinselen,Terwinseien;P;PPL;NL;Netherlands;;05;0928;;;3820;;154;Europe/Amsterdam;2017-03-24;Netherlands;50.86659,6.02471
2747143;Slochteren;Slochteren;Slochteren;P;PPL;NL;Netherlands;;04;1952;;;2055;;-1;Europe/Amsterdam;2019-01-20;Netherlands;53.22078,6.80547
2747248;Sint Laurens;Sint Laurens;Laurens;P;PPL;NL;Netherlands;;10;0687;;;1005;;1;Europe/Amsterdam;2017-03-24;Netherlands;51.5275,3.60278
2747930;Roosendaal;Roosendaal;Roosendaal,Rosendael,Rozendael,Rozendal,Rozendal',ZYO,losendal,luo sen da er,ro sen dal,rozendaru,rwsyndal,Розендал,Розендаль,روزن‌دال,روسيندال,โรเซนดาล,ローゼンダール,罗森达尔,로센달;P;PPL;NL;Netherlands;;06;1674;;;77725;;4;Europe/Amsterdam;2017-10-17;Netherlands;51.53083,4.46528
2748392;Putten;Putten;Putten,Путтен;P;PPL;NL;Netherlands;;03;0273;;;23168;;18;Europe/Amsterdam;2017-10-17;Netherlands;52.25917,5.60694
2748729;Papendrecht;Papendrecht;Papendrekht,Papendrext,pa peng de lei he te,Папендрехт,Պապենդրեխտ,帕彭德雷赫特;P;PPL;NL;Netherlands;;11;0590;;;31621;;-1;Europe/Amsterdam;2017-10-17;Netherlands;51.83167,4.6875
2748979;Oudewater;Oudewater;;P;PPL;NL;Netherlands;;09;0589;;;9836;;1;Europe/Amsterdam;2017-10-17;Netherlands;52.025,4.86806
2749453;Oosterholt;Oosterholt;;P;PPL;NL;Netherlands;;15;0166;;;1175;;1;Europe/Amsterdam;2017-03-24;Netherlands;52.55917,5.95556
2749683;Oirschot;Oirschot;Oirschot,Oorschot;P;PPL;NL;Netherlands;;06;0823;;;10393;;17;Europe/Amsterdam;2017-10-17;Netherlands;51.505,5.31389
2749967;Noordeloos;Noordeloos;;P;PPL;NL;Netherlands;;11;1978;;;1560;;1;Europe/Amsterdam;2019-01-20;Netherlands;51.90333,4.94167
2750480;Nederhemert;Nederhemert;;P;PPL;NL;Netherlands;;03;0297;;;1496;;3;Europe/Amsterdam;2017-10-17;Netherlands;51.76518,5.16817
2751037;Meerssen;Meerssen;Meersen,Meersje,Meerssen;P;PPL;NL;Netherlands;;05;0938;;;5650;;60;Europe/Amsterdam;2017-10-17;Netherlands;50.8875,5.75
2751085;Maurik;Maurik;;P;PPL;NL;Netherlands;;03;0214;;;3270;;6;Europe/Amsterdam;2017-10-17;Netherlands;51.96083,5.42222
2751566;Linne;Linne;;P;PPL;NL;Netherlands;;05;1641;;;3645;;29;Europe/Amsterdam;2017-10-17;Netherlands;51.155,5.93889
2751634;Lierop;Lierop;;P;PPL;NL;Netherlands;;06;0847;;;1460;;25;Europe/Amsterdam;2017-10-17;Netherlands;51.41917,5.67917
2754482;Helden;Helden;;P;PPL;NL;Netherlands;;05;1894;;;5530;;36;Europe/Amsterdam;2017-10-17;Netherlands;51.31917,6.0
